Date, Open, High, Low, Close, Volume
09/27/24, 79.90, 80.2875, 79.60, 79.78, 11899050
09/26/24, 81.04, 81.20, 79.26, 79.92, 17061131
09/25/24, 80.89, 81.60, 80.68, 81.40, 14163790
09/24/24, 80.48, 80.91, 80.24, 80.67, 14651130
09/23/24, 79.07, 80.4374, 79.07, 80.33, 12147260
09/20/24, 78.23, 79.61, 78.11, 79.06, 39534246
09/19/24, 79.05, 79.09, 77.49, 78.04, 21525689
09/18/24, 78.64, 79.41, 78.28, 79.03, 15684880
09/17/24, 79.76, 80.26, 78.26, 78.60, 21065939
09/16/24, 80.84, 81.02, 80.14, 80.56, 15346370
09/13/24, 79.82, 80.685, 79.69, 80.60, 12994100
09/12/24, 78.99, 79.905, 78.6221, 79.66, 14884850
09/11/24, 78.38, 78.92, 77.565, 78.84, 19518760
09/10/24, 77.35, 78.90, 77.28, 78.81, 17686279
09/09/24, 76.85, 77.47, 76.49, 77.34, 22260230
09/06/24, 76.90, 77.32, 76.30, 76.64, 14548590
09/05/24, 77.25, 77.45, 76.39, 76.96, 13082890
09/04/24, 77.33, 77.48, 76.73, 77.24, 18442779
09/03/24, 77.33, 77.81, 76.795, 77.17, 22660700
08/30/24, 76.44, 77.475, 76.22, 77.23, 23229980
08/29/24, 75.99, 76.47, 75.67, 76.42, 11856790
08/28/24, 76.28, 76.43, 75.805, 76.08, 9814264
08/27/24, 76.45, 76.45, 75.77, 76.13, 11557760
08/26/24, 75.90, 76.205, 75.57, 76.03, 9508215
08/23/24, 75.60, 75.81, 75.0077, 75.70, 12299090
08/22/24, 75.37, 76.22, 75.15, 75.58, 16511141
08/21/24, 75.30, 75.58, 74.59, 75.24, 14831990
08/20/24, 73.75, 74.75, 73.72, 74.54, 14433990
08/19/24, 73.39, 73.98, 73.34, 73.72, 13709270
08/16/24, 72.70, 73.605, 72.52, 73.45, 19872141
08/15/24, 74.12, 74.44, 72.78, 73.18, 49567500
08/14/24, 67.92, 68.79, 67.85, 68.66, 22928551
08/13/24, 68.43, 68.61, 67.14, 68.13, 26557900
08/12/24, 68.34, 69.225, 68.07, 68.70, 17385279
08/09/24, 67.85, 68.22, 67.33, 67.95, 13805580
08/08/24, 66.84, 67.9199, 66.67, 67.66, 12489820
08/07/24, 67.87, 68.01, 66.81, 66.91, 18499199
08/06/24, 67.84, 68.63, 67.68, 67.74, 14815070
08/05/24, 68.10, 68.58, 66.91, 67.59, 20770461
08/02/24, 69.60, 70.235, 67.74, 68.46, 23578660
08/01/24, 68.91, 69.80, 68.52, 69.79, 17275529
07/31/24, 69.18, 69.25, 68.29, 68.64, 22908760
07/30/24, 69.55, 69.845, 68.98, 69.19, 12522470
07/29/24, 69.85, 69.90, 69.13, 69.62, 10315310
07/26/24, 70.23, 70.235, 68.83, 69.78, 16789311
07/25/24, 70.60, 70.77, 69.95, 70.02, 18821199
07/24/24, 70.52, 70.84, 70.34, 70.60, 22490779
07/23/24, 70.47, 70.70, 70.11, 70.65, 9263561
07/22/24, 70.86, 71.26, 70.2301, 70.38, 12666130
07/19/24, 71.20, 71.33, 70.65, 70.75, 11665530
07/18/24, 70.68, 71.19, 70.43, 70.82, 10682740
07/17/24, 70.18, 71.10, 69.95, 71.03, 13533790
07/16/24, 69.82, 70.24, 69.58, 69.99, 9836824
07/15/24, 69.30, 69.975, 69.30, 69.61, 10171140
07/12/24, 69.90, 70.0299, 69.17, 69.24, 12145320
07/11/24, 70.18, 70.45, 69.26, 69.80, 15624800
07/10/24, 70.10, 70.44, 69.72, 70.41, 10803410
07/09/24, 69.90, 70.25, 69.67, 69.90, 9781831
07/08/24, 69.90, 70.14, 69.35, 69.68, 12077680
07/05/24, 68.16, 70.15, 68.10, 70.04, 21586100
07/03/24, 67.81, 68.25, 67.62, 68.24, 6287545
07/02/24, 67.44, 68.085, 67.26, 68.07, 9436487
07/01/24, 67.89, 68.24, 67.25, 67.48, 8666021
06/28/24, 67.87, 68.0981, 67.32, 67.71, 18816721
06/27/24, 68.29, 68.58, 67.665, 67.88, 12899190
06/26/24, 67.40, 68.5999, 67.21, 68.29, 14177520
06/25/24, 67.17, 67.59, 66.55, 67.42, 20904039
06/24/24, 68.05, 69.04, 67.90, 68.90, 12470450
06/21/24, 68.26, 68.55, 67.83, 67.91, 25891529
06/20/24, 67.35, 68.13, 67.30, 68.01, 13860760
06/18/24, 67.63, 67.87, 67.295, 67.60, 12093550
06/17/24, 66.92, 67.44, 66.4125, 67.42, 12103040
06/14/24, 66.54, 67.11, 66.30, 67.02, 12590150
06/13/24, 66.30, 66.76, 65.9491, 66.70, 11196600
06/12/24, 66.85, 66.94, 65.898, 66.31, 11704700
06/11/24, 66.95, 66.96, 66.35, 66.73, 13367510
06/10/24, 67.19, 67.33, 66.27, 66.96, 21667420
06/07/24, 67.40, 67.565, 65.635, 65.88, 20213211
06/06/24, 67.06, 67.44, 66.77, 67.15, 13256010
06/05/24, 66.57, 67.15, 66.28, 67.09, 14982670
06/04/24, 65.99, 66.635, 65.835, 66.60, 14780760
06/03/24, 65.51, 65.84, 65.1603, 65.82, 11578710
05/31/24, 64.67, 65.90, 64.16, 65.76, 27632221
05/30/24, 64.93, 65.1711, 64.77, 64.89, 13053480
05/29/24, 64.75, 65.21, 64.65, 64.92, 11538550
05/28/24, 65.22, 65.47, 64.74, 65.04, 13349620
05/24/24, 65.13, 65.69, 65.01, 65.38, 11795020
05/23/24, 65.17, 65.515, 64.56, 64.84, 16222950
05/22/24, 64.98, 65.69, 64.73, 65.25, 14879430
05/21/24, 64.53, 65.19, 64.45, 65.15, 17131689
05/20/24, 64.42, 64.76, 63.87, 64.18, 15001390
05/17/24, 64.24, 64.88, 63.63, 64.65, 29330381
05/16/24, 64.22, 64.415, 62.94, 64.01, 60545609
05/15/24, 59.83, 59.94, 59.47, 59.83, 22240561
05/14/24, 60.52, 60.55, 59.435, 59.86, 18780141
05/13/24, 60.62, 61.345, 60.29, 60.41, 19260520
05/10/24, 60.41, 60.58, 60.16, 60.48, 12356610
05/09/24, 60.20, 60.5799, 59.95, 60.44, 14550460
05/08/24, 60.63, 60.845, 60.22, 60.30, 11015700
05/07/24, 60.17, 60.80, 60.05, 60.62, 14520240
05/06/24, 60.00, 60.00, 59.39, 59.87, 11119400
05/03/24, 59.62, 59.98, 59.14, 59.82, 14207400
05/02/24, 58.94, 59.885, 58.58, 59.71, 17574119
05/01/24, 59.31, 59.41, 58.72, 58.85, 15470980
04/30/24, 60.20, 60.30, 59.16, 59.35, 14209160
04/29/24, 60.18, 60.39, 59.94, 60.24, 9788575
04/26/24, 60.11, 60.39, 60.00, 60.16, 11045220
04/25/24, 60.05, 60.53, 59.8325, 60.21, 19262949
04/24/24, 58.975, 60.04, 58.81, 59.87, 18529141
04/23/24, 60.25, 60.35, 58.555, 59.09, 17963949
04/22/24, 59.56, 60.395, 59.04, 60.14, 14909980
04/19/24, 59.45, 59.67, 58.97, 59.53, 14165800
04/18/24, 59.83, 59.935, 59.22, 59.26, 12061540
04/17/24, 60.15, 60.43, 59.57, 59.65, 15329690
04/16/24, 60.03, 60.29, 59.78, 59.84, 14726260
04/15/24, 60.51, 60.70, 59.91, 59.93, 10557180
04/12/24, 60.00, 60.72, 59.95, 60.14, 12280570
04/11/24, 60.75, 60.89, 60.07, 60.09, 10987600
04/10/24, 59.62, 60.76, 59.39, 60.62, 15097560
04/09/24, 59.87, 59.97, 59.30, 59.79, 10015920
04/08/24, 59.60, 60.04, 59.42, 59.78, 11070120
04/05/24, 59.55, 60.04, 59.49, 59.85, 10335910
04/04/24, 59.54, 59.81, 59.29, 59.50, 14436130
04/03/24, 59.38, 59.50, 58.94, 59.43, 14615100
04/02/24, 59.90, 60.10, 58.88, 59.16, 19510119
04/01/24, 60.31, 60.76, 59.93, 60.00, 13837600
03/28/24, 60.66, 60.77, 60.16, 60.17, 17535100
03/27/24, 60.87, 61.05, 60.38, 60.72, 14363410
03/26/24, 60.46, 60.83, 60.23, 60.51, 13738340
03/25/24, 60.87, 60.985, 60.36, 60.57, 14186630
03/22/24, 61.32, 61.526, 60.85, 60.87, 14029440
03/21/24, 61.28, 61.655, 61.05, 61.45, 14265870
03/20/24, 60.84, 61.28, 60.74, 61.25, 12007590
03/19/24, 60.97, 61.07, 60.60, 60.87, 12353620
03/18/24, 60.69, 60.90, 60.39, 60.86, 16801660
03/15/24, 60.68, 61.15, 60.46, 60.68, 50946328
03/14/24, 61.28, 61.44, 60.595, 61.02, 16584660
03/13/24, 61.26, 61.455, 60.88, 61.28, 15935190
03/12/24, 60.95, 61.565, 60.645, 61.41, 16613061
03/11/24, 60.10, 60.71, 59.87, 60.66, 14153970
03/08/24, 60.00, 60.28, 59.73, 60.12, 12143650
03/07/24, 61.00, 61.0699, 60.345, 60.36, 16195300
03/06/24, 60.12, 60.62, 60.04, 60.57, 12698710
03/05/24, 59.87, 60.34, 59.575, 60.04, 19676881
03/04/24, 58.50, 59.39, 58.40, 59.30, 16033300
03/01/24, 58.80, 58.85, 58.20, 58.76, 19030920
02/29/24, 59.45, 59.49, 58.59, 58.61, 29245141
02/28/24, 59.55, 59.76, 59.31, 59.62, 14803290
02/27/24, 59.64, 59.80, 59.22, 59.59, 18012750
02/26/24, 59.12, 59.84, 58.18, 59.60, 32154770
02/23/24, 58.6966, 59.2166, 58.4366, 58.5199, 74365847.4892131
02/22/24, 57.9599, 58.4899, 57.7699, 58.4699, 29512965.7525103
02/21/24, 58.3333, 58.5266, 57.5999, 57.8999, 40551585.2547518
02/20/24, 59.4933, 60.4499, 58.4099, 58.6199, 71788685.8038106
02/16/24, 56.7633, 57.3099, 56.4299, 56.7866, 22373561.3132509
02/15/24, 56.5999, 56.6166, 55.9899, 56.4299, 16948874.6607274
02/14/24, 56.2499, 56.2916, 55.8466, 56.1999, 18484621.2609754
02/13/24, 56.8733, 57.0233, 56.0899, 56.3799, 18574231.3543491
02/12/24, 56.4099, 56.7866, 56.3499, 56.7666, 14795055.4164477
02/09/24, 56.4633, 56.5766, 56.3066, 56.4266, 14329880.9317359
02/08/24, 56.4599, 56.8499, 56.3799, 56.4566, 14427942.0339156
02/07/24, 56.7566, 56.8866, 56.3999, 56.4599, 17082479.799944
02/06/24, 56.2633, 56.6499, 56.1133, 56.6033, 14189798.7857703
02/05/24, 56.6699, 56.6699, 56.0233, 56.2199, 19145089.9491837
02/02/24, 56.0499, 56.8583, 55.9733, 56.5233, 21670708.5808783
02/01/24, 55.2333, 56.1179, 55.0599, 56.1033, 20792574.6658628
01/31/24, 55.9333, 55.9333, 55.0366, 55.0833, 26134902.2325681
01/30/24, 54.8999, 55.2683, 54.5399, 55.1966, 15270027.9113691
01/29/24, 54.7833, 55.1349, 54.5066, 55.0133, 18240331.0064249
01/26/24, 54.3499, 54.7933, 54.2199, 54.7566, 15746326.4076721
01/25/24, 53.7999, 54.2899, 53.4733, 54.2799, 16369619.0571431
01/24/24, 54.2999, 54.3549, 53.4399, 53.4999, 22932884.8960661
01/23/24, 54.0399, 54.2833, 53.9233, 54.2666, 12066528.5733228
01/22/24, 54.2633, 54.3166, 53.8333, 54.1299, 13938395.5238081
01/19/24, 54.4766, 54.5233, 53.8133, 54.1266, 19175314.9806782
01/18/24, 53.7199, 54.4633, 53.5599, 54.4133, 18190629.9546364
01/17/24, 53.7933, 53.9949, 53.5433, 53.6899, 14827677.4504399
01/16/24, 53.8133, 54.1333, 53.7433, 53.9433, 17032607.7479773
01/12/24, 53.7899, 53.8483, 53.4599, 53.7733, 13628981.2013984
01/11/24, 53.7833, 53.9633, 53.3899, 53.7033, 14355221.9581413
01/10/24, 53.1866, 53.8333, 53.1866, 53.7633, 20122058.9671854
01/09/24, 52.6433, 53.1133, 52.5766, 53.1033, 23322402.3019432
